Store ID,Product ID,Year of Date,Week of Date,Count of sales,Week
1,2,2017,Week 16,24,16
1,2,2017,Week 14,7,14
1,2,2017,Week 12,21,12
1,2,2017,Week 11,19,11
1,2,2017,Week 9,11,9
1,2,2017,Week 7,9,7
1,2,2017,Week 6,5,6
1,2,2017,Week 4,7,4
1,2,2018,Week 39,23,39
1,2,2018,Week 37,10,37
1,2,2018,Week 35,23,35
1,2,2018,Week 33,4,33
1,2,2018,Week 32,16,32
1,2,2018,Week 30,3,30
1,2,2018,Week 29,4,29
1,2,2018,Week 27,22,27
1,2,2018,Week 24,6,24
1,2,2018,Week 23,6,23
1,2,2018,Week 22,9,22
1,2,2018,Week 19,7,19
1,2,2018,Week 18,3,18
1,2,2018,Week 17,11,17
1,2,2018,Week 13,13,13
1,2,2018,Week 12,17,12
1,2,2018,Week 8,16,8
1,2,2018,Week 5,8,5
1,2,2018,Week 3,8,3
1,3,2017,Week 52,37,52
1,3,2017,Week 51,13,51
1,3,2017,Week 50,24,50
1,3,2017,Week 49,9,49
1,3,2017,Week 48,33,48
1,3,2017,Week 47,6,47
1,3,2017,Week 46,16,46
1,3,2017,Week 45,27,45
1,3,2017,Week 44,1,44
1,3,2017,Week 43,10,43
1,3,2017,Week 42,36,42
1,3,2017,Week 41,16,41
1,3,2017,Week 40,9,40
1,3,2017,Week 38,45,38
1,3,2017,Week 37,6,37
1,3,2017,Week 36,9,36
1,3,2017,Week 35,18,35
1,3,2017,Week 34,9,34
1,3,2018,Week 39,24,39
1,3,2018,Week 38,28,38
1,3,2018,Week 36,11,36
1,3,2018,Week 34,12,34
1,3,2018,Week 33,31,33
1,3,2018,Week 30,15,30
1,3,2018,Week 29,10,29
1,3,2018,Week 28,38,28
1,3,2018,Week 27,13,27
1,3,2018,Week 26,27,26
1,3,2018,Week 25,13,25
1,3,2018,Week 24,22,24
1,3,2018,Week 23,6,23
1,3,2018,Week 22,36,22
1,3,2018,Week 21,8,21
1,3,2018,Week 19,21,19
1,3,2018,Week 18,16,18
1,3,2018,Week 17,25,17
1,3,2018,Week 16,20,16
1,3,2018,Week 15,15,15
1,3,2018,Week 14,6,14
1,3,2018,Week 13,33,13
1,3,2018,Week 12,40,12
1,3,2018,Week 11,15,11
1,3,2018,Week 10,65,10
1,3,2018,Week 9,18,9
1,3,2018,Week 8,30,8
1,3,2018,Week 7,13,7
1,3,2018,Week 6,13,6
1,3,2018,Week 5,37,5
1,3,2018,Week 4,35,4
1,3,2018,Week 3,7,3
1,3,2018,Week 2,47,2
1,4,2017,Week 52,6,52
1,4,2017,Week 50,2,50
1,4,2017,Week 43,11,43
1,4,2017,Week 31,2,31
1,4,2017,Week 26,7,26
1,4,2017,Week 25,5,25
1,4,2017,Week 18,5,18
1,4,2017,Week 2,5,2
1,4,2018,Week 39,14,39
1,4,2018,Week 37,4,37
1,4,2018,Week 30,9,30
1,4,2018,Week 7,8,7
1,5,2017,Week 51,7,51
1,5,2017,Week 50,3,50
1,5,2017,Week 49,9,49
1,5,2017,Week 41,12,41
1,5,2017,Week 33,11,33
1,5,2017,Week 32,15,32
1,5,2017,Week 30,3,30
1,5,2017,Week 29,17,29
1,5,2017,Week 28,7,28
1,5,2017,Week 22,18,22
1,5,2017,Week 17,10,17
1,5,2017,Week 15,1,15
1,5,2017,Week 14,12,14
1,5,2017,Week 9,9,9
1,5,2017,Week 5,8,5
1,5,2017,Week 3,5,3
1,5,2017,Week 1,6,1
1,5,2018,Week 40,5,40
1,5,2018,Week 39,12,39
1,5,2018,Week 37,8,37
1,5,2018,Week 26,13,26
1,5,2018,Week 24,10,24
1,5,2018,Week 14,10,14
1,5,2018,Week 13,13,13
1,6,2017,Week 41,13,41
1,6,2017,Week 40,25,40
1,6,2017,Week 31,5,31
1,6,2017,Week 12,7,12
1,6,2017,Week 11,2,11
1,6,2017,Week 9,25,9
1,6,2017,Week 8,13,8
1,6,2017,Week 7,10,7
1,6,2017,Week 6,17,6
1,6,2017,Week 2,5,2
1,6,2018,Week 39,2,39
1,6,2018,Week 38,35,38
1,6,2018,Week 37,9,37
1,6,2018,Week 36,11,36
1,6,2018,Week 35,24,35
1,6,2018,Week 34,26,34
1,6,2018,Week 33,41,33
1,6,2018,Week 32,17,32
1,6,2018,Week 31,8,31
1,6,2018,Week 29,31,29
1,6,2018,Week 28,46,28
1,6,2018,Week 27,26,27
1,6,2018,Week 25,4,25
1,6,2018,Week 24,9,24
1,6,2018,Week 23,10,23
1,6,2018,Week 22,12,22
1,6,2018,Week 21,3,21
1,6,2018,Week 20,17,20
1,6,2018,Week 19,15,19
1,6,2018,Week 7,9,7
1,7,2017,Week 52,12,52
1,7,2017,Week 51,9,51
1,7,2017,Week 50,8,50
1,7,2017,Week 49,10,49
1,7,2017,Week 48,18,48
1,7,2017,Week 44,9,44
1,7,2017,Week 43,12,43
1,7,2017,Week 42,32,42
1,7,2017,Week 37,23,37
1,7,2017,Week 36,6,36
1,7,2017,Week 34,12,34
1,7,2017,Week 32,14,32
1,7,2017,Week 30,28,30
1,7,2017,Week 28,32,28
1,7,2017,Week 27,5,27
1,7,2017,Week 26,4,26
1,7,2017,Week 25,8,25
1,7,2017,Week 23,16,23
1,7,2017,Week 22,21,22
1,7,2017,Week 21,5,21
1,7,2017,Week 17,6,17
1,7,2017,Week 16,15,16
1,7,2017,Week 15,7,15
1,7,2017,Week 11,4,11
1,7,2017,Week 10,4,10
1,7,2017,Week 9,16,9
1,7,2017,Week 7,8,7
1,7,2017,Week 6,4,6
1,7,2017,Week 4,20,4
1,7,2017,Week 2,4,2
1,7,2018,Week 39,5,39
1,7,2018,Week 37,1,37
1,7,2018,Week 34,13,34
1,7,2018,Week 27,12,27
1,7,2018,Week 26,6,26
1,7,2018,Week 21,8,21
1,7,2018,Week 18,4,18
1,7,2018,Week 17,12,17
1,7,2018,Week 15,22,15
1,7,2018,Week 12,14,12
1,7,2018,Week 11,15,11
1,7,2018,Week 9,6,9
1,7,2018,Week 7,10,7
1,7,2018,Week 6,12,6
1,7,2018,Week 5,9,5
1,7,2018,Week 2,22,2
1,8,2017,Week 53,7,53
1,8,2017,Week 52,29,52
1,8,2017,Week 51,21,51
1,8,2017,Week 50,9,50
1,8,2017,Week 49,4,49
1,8,2017,Week 47,40,47
1,8,2017,Week 46,6,46
1,8,2017,Week 45,5,45
1,8,2017,Week 44,19,44
1,8,2017,Week 43,18,43
1,8,2017,Week 42,28,42
1,8,2017,Week 41,14,41
1,8,2017,Week 38,17,38
1,8,2017,Week 37,37,37
1,8,2017,Week 36,2,36
1,8,2017,Week 35,5,35
1,8,2017,Week 34,18,34
1,8,2017,Week 33,5,33
1,8,2017,Week 31,21,31
1,8,2017,Week 30,30,30
1,8,2017,Week 29,10,29
1,8,2017,Week 28,17,28
1,8,2017,Week 27,15,27
1,8,2017,Week 26,15,26
1,8,2017,Week 25,37,25
1,8,2017,Week 24,34,24
1,8,2017,Week 23,9,23
1,8,2017,Week 22,29,22
1,8,2017,Week 21,17,21
1,8,2017,Week 20,15,20
1,8,2017,Week 19,17,19
1,8,2017,Week 18,21,18
1,8,2017,Week 17,48,17
1,8,2017,Week 16,24,16
1,8,2017,Week 15,28,15
1,8,2017,Week 14,34,14
1,8,2017,Week 13,17,13
1,8,2017,Week 12,3,12
1,8,2017,Week 11,36,11
1,8,2017,Week 10,43,10
1,8,2017,Week 9,27,9
1,8,2017,Week 8,15,8
1,8,2017,Week 7,21,7
1,8,2017,Week 6,7,6
1,8,2017,Week 5,43,5
1,8,2017,Week 4,2,4
1,8,2017,Week 3,15,3
1,8,2017,Week 2,22,2
1,8,2017,Week 1,7,1
1,8,2018,Week 39,20,39
1,8,2018,Week 38,27,38
1,8,2018,Week 36,16,36
1,8,2018,Week 35,11,35
1,8,2018,Week 34,24,34
1,8,2018,Week 33,43,33
1,8,2018,Week 32,4,32
1,8,2018,Week 31,56,31
1,8,2018,Week 30,8,30
1,8,2018,Week 29,28,29
1,8,2018,Week 28,5,28
1,8,2018,Week 27,6,27
1,8,2018,Week 26,9,26
1,8,2018,Week 24,24,24
1,8,2018,Week 23,29,23
1,8,2018,Week 22,29,22
1,8,2018,Week 21,8,21
1,8,2018,Week 20,14,20
1,8,2018,Week 19,19,19
1,8,2018,Week 18,12,18
1,8,2018,Week 17,16,17
1,8,2018,Week 16,17,16
1,8,2018,Week 15,10,15
1,8,2018,Week 14,16,14
1,8,2018,Week 13,50,13
1,8,2018,Week 11,9,11
1,8,2018,Week 10,20,10
1,8,2018,Week 9,22,9
1,8,2018,Week 7,12,7
1,8,2018,Week 6,26,6
1,8,2018,Week 5,16,5
1,8,2018,Week 4,21,4
1,8,2018,Week 3,31,3
1,8,2018,Week 2,9,2
1,8,2018,Week 1,10,1
1,9,2017,Week 45,2,45
1,9,2017,Week 23,10,23
1,9,2017,Week 21,30,21
1,9,2017,Week 20,10,20
1,9,2017,Week 19,16,19
1,9,2017,Week 18,23,18
1,9,2017,Week 17,44,17
1,9,2017,Week 16,8,16
1,9,2017,Week 11,6,11
1,9,2017,Week 8,11,8
1,9,2017,Week 5,13,5
1,9,2017,Week 3,7,3
1,9,2017,Week 2,5,2
1,9,2018,Week 40,14,40
1,9,2018,Week 39,8,39
1,9,2018,Week 36,48,36
1,9,2018,Week 35,29,35
1,9,2018,Week 34,1,34
1,9,2018,Week 30,3,30
1,9,2018,Week 28,17,28
1,9,2018,Week 27,18,27
1,9,2018,Week 25,9,25
1,9,2018,Week 24,9,24
1,9,2018,Week 23,5,23
1,9,2018,Week 22,15,22
1,9,2018,Week 21,5,21
1,9,2018,Week 20,22,20
1,9,2018,Week 19,28,19
1,9,2018,Week 15,9,15
1,9,2018,Week 14,5,14
1,9,2018,Week 13,14,13
1,9,2018,Week 11,12,11
1,9,2018,Week 10,12,10
1,9,2018,Week 4,24,4
1,10,2017,Week 53,7,53
1,10,2017,Week 52,10,52
1,10,2017,Week 47,16,47
1,10,2017,Week 45,11,45
1,10,2017,Week 40,7,40
1,10,2017,Week 36,9,36
1,10,2017,Week 35,10,35
1,10,2017,Week 33,14,33
1,10,2017,Week 32,10,32
1,10,2017,Week 29,9,29
1,10,2017,Week 27,14,27
1,10,2017,Week 26,5,26
1,10,2017,Week 23,22,23
1,10,2017,Week 20,14,20
1,10,2017,Week 19,11,19
1,10,2017,Week 18,23,18
1,10,2017,Week 17,36,17
1,10,2017,Week 14,24,14
1,10,2017,Week 12,9,12
1,10,2017,Week 11,5,11
1,10,2017,Week 10,14,10
1,10,2017,Week 9,16,9
1,10,2017,Week 8,7,8
1,10,2017,Week 7,7,7
1,10,2017,Week 6,15,6
1,10,2017,Week 5,11,5
1,10,2017,Week 4,9,4
1,10,2017,Week 3,24,3
1,10,2017,Week 1,8,1
1,10,2018,Week 39,17,39
1,10,2018,Week 37,1,37
1,10,2018,Week 36,5,36
1,10,2018,Week 34,8,34
1,10,2018,Week 31,7,31
1,10,2018,Week 29,9,29
1,10,2018,Week 27,12,27
1,10,2018,Week 25,5,25
1,10,2018,Week 22,9,22
1,10,2018,Week 19,12,19
1,10,2018,Week 18,7,18
1,10,2018,Week 17,4,17
1,10,2018,Week 16,10,16
1,10,2018,Week 15,6,15
1,10,2018,Week 13,7,13
1,10,2018,Week 12,11,12
1,10,2018,Week 11,13,11
1,10,2018,Week 10,12,10
1,10,2018,Week 7,4,7
1,10,2018,Week 6,7,6
1,10,2018,Week 5,10,5
1,10,2018,Week 4,5,4
1,11,2017,Week 50,34,50
1,11,2017,Week 49,15,49
1,11,2017,Week 48,2,48
1,11,2018,Week 36,18,36
1,11,2018,Week 35,7,35
1,11,2018,Week 34,11,34
1,11,2018,Week 30,12,30
1,11,2018,Week 29,4,29
1,11,2018,Week 27,5,27
1,11,2018,Week 24,5,24
1,11,2018,Week 22,10,22
1,11,2018,Week 21,26,21
1,11,2018,Week 20,29,20
1,11,2018,Week 19,14,19
1,11,2018,Week 18,34,18
1,11,2018,Week 17,15,17
1,11,2018,Week 15,20,15
1,11,2018,Week 13,5,13
1,11,2018,Week 12,7,12
1,11,2018,Week 10,15,10
1,11,2018,Week 7,10,7
1,11,2018,Week 6,9,6
1,11,2018,Week 4,20,4
1,11,2018,Week 3,13,3
1,12,2018,Week 40,4,40
1,12,2018,Week 36,18,36
1,12,2018,Week 32,6,32
1,12,2018,Week 29,24,29
1,12,2018,Week 27,9,27
1,12,2018,Week 24,7,24
1,12,2018,Week 18,4,18
1,12,2018,Week 17,17,17
1,12,2018,Week 14,19,14
1,12,2018,Week 11,9,11
1,13,2017,Week 46,21,46
1,13,2017,Week 45,33,45
1,13,2017,Week 44,8,44
1,13,2017,Week 43,20,43
1,13,2017,Week 42,12,42
1,13,2017,Week 41,1,41
1,13,2017,Week 40,5,40
1,13,2017,Week 39,19,39
1,13,2017,Week 38,18,38
1,13,2017,Week 37,3,37
1,13,2017,Week 36,17,36
1,13,2017,Week 35,18,35
1,13,2017,Week 34,9,34
1,13,2018,Week 39,11,39
1,13,2018,Week 34,5,34
1,13,2018,Week 27,7,27
1,13,2018,Week 26,9,26
1,13,2018,Week 19,17,19
1,13,2018,Week 18,10,18
1,13,2018,Week 17,9,17
1,13,2018,Week 16,17,16
1,13,2018,Week 11,33,11
1,13,2018,Week 7,26,7
1,13,2018,Week 6,16,6
1,13,2018,Week 5,9,5
1,14,2017,Week 52,2,52
1,14,2017,Week 49,8,49
1,14,2017,Week 46,9,46
1,14,2017,Week 42,10,42
1,14,2017,Week 37,11,37
1,14,2017,Week 35,2,35
1,14,2017,Week 30,14,30
1,14,2017,Week 29,7,29
1,14,2017,Week 23,2,23
1,14,2017,Week 20,28,20
1,14,2017,Week 18,6,18
1,14,2017,Week 17,20,17
1,14,2017,Week 15,10,15
1,14,2017,Week 14,18,14
1,14,2017,Week 13,36,13
1,14,2017,Week 12,20,12
1,14,2017,Week 7,5,7
1,14,2017,Week 4,8,4
1,14,2017,Week 2,2,2
1,14,2018,Week 38,7,38
1,14,2018,Week 25,3,25
1,14,2018,Week 23,7,23
1,14,2018,Week 22,23,22
1,14,2018,Week 19,12,19
1,14,2018,Week 18,12,18
1,14,2018,Week 16,14,16
1,14,2018,Week 14,6,14
1,14,2018,Week 11,15,11
1,14,2018,Week 9,15,9
1,14,2018,Week 7,3,7
1,14,2018,Week 6,21,6
1,14,2018,Week 5,5,5
1,15,2017,Week 51,7,51
1,15,2017,Week 49,9,49
1,15,2017,Week 47,13,47
1,15,2017,Week 46,9,46
1,15,2017,Week 45,12,45
1,15,2017,Week 44,15,44
1,15,2017,Week 42,24,42
1,15,2017,Week 40,29,40
1,15,2017,Week 37,18,37
1,15,2017,Week 34,23,34
1,15,2017,Week 32,5,32
1,15,2017,Week 31,25,31
1,15,2017,Week 30,20,30
1,15,2017,Week 29,5,29
1,15,2017,Week 28,1,28
1,15,2017,Week 20,16,20
1,15,2017,Week 12,12,12
1,15,2017,Week 11,2,11
1,15,2018,Week 37,12,37
1,15,2018,Week 36,3,36
1,15,2018,Week 30,2,30
1,15,2018,Week 27,9,27
1,15,2018,Week 20,4,20
1,15,2018,Week 19,7,19
1,15,2018,Week 18,5,18
1,15,2018,Week 16,2,16
1,15,2018,Week 15,8,15
1,15,2018,Week 12,3,12
1,15,2018,Week 10,3,10
1,15,2018,Week 9,12,9
1,15,2018,Week 6,14,6
1,15,2018,Week 4,9,4
1,15,2018,Week 1,15,1
1,16,2017,Week 52,7,52
1,16,2017,Week 49,20,49
1,16,2017,Week 45,6,45
1,16,2017,Week 43,9,43
1,16,2017,Week 42,5,42
1,16,2017,Week 39,3,39
1,16,2017,Week 38,20,38
1,16,2017,Week 36,23,36
1,16,2017,Week 35,3,35
1,16,2017,Week 33,9,33
1,16,2017,Week 32,14,32
1,16,2017,Week 29,12,29
1,16,2018,Week 34,5,34
1,16,2018,Week 30,2,30
1,16,2018,Week 18,4,18
1,16,2018,Week 12,26,12
1,16,2018,Week 10,1,10
1,16,2018,Week 9,8,9
1,16,2018,Week 8,24,8
1,16,2018,Week 5,12,5
1,16,2018,Week 4,20,4
1,16,2018,Week 1,6,1
1,17,2017,Week 51,20,51
1,17,2017,Week 50,14,50
1,17,2017,Week 49,14,49
1,17,2017,Week 46,7,46
1,17,2017,Week 45,10,45
1,17,2017,Week 41,10,41
1,17,2017,Week 39,12,39
1,17,2017,Week 38,10,38
1,17,2017,Week 32,19,32
1,17,2017,Week 31,18,31
1,17,2017,Week 29,8,29
1,17,2017,Week 27,20,27
1,17,2017,Week 24,1,24
1,17,2017,Week 22,22,22
1,17,2017,Week 20,6,20
1,17,2017,Week 17,1,17
1,17,2017,Week 16,28,16
1,17,2017,Week 15,28,15
1,17,2017,Week 14,10,14
1,17,2017,Week 10,20,10
1,17,2017,Week 9,15,9
1,17,2017,Week 7,21,7
1,17,2017,Week 6,6,6
1,17,2017,Week 1,2,1
1,17,2018,Week 39,18,39
1,17,2018,Week 38,4,38
1,17,2018,Week 36,18,36
1,17,2018,Week 32,8,32
1,17,2018,Week 30,22,30
1,17,2018,Week 28,7,28
1,17,2018,Week 27,4,27
1,17,2018,Week 25,14,25
1,17,2018,Week 24,11,24
1,17,2018,Week 11,14,11
1,17,2018,Week 7,8,7
1,17,2018,Week 6,3,6
1,17,2018,Week 5,4,5
1,17,2018,Week 4,5,4
1,18,2017,Week 52,21,52
1,18,2017,Week 49,18,49
1,18,2017,Week 48,2,48
1,18,2017,Week 47,13,47
1,18,2017,Week 46,16,46
1,18,2017,Week 45,18,45
1,18,2017,Week 44,14,44
1,18,2017,Week 43,14,43
1,18,2017,Week 41,15,41
1,18,2017,Week 39,7,39
1,18,2017,Week 37,38,37
1,18,2017,Week 35,15,35
1,18,2017,Week 34,17,34
1,18,2017,Week 27,8,27
1,18,2017,Week 26,3,26
1,18,2017,Week 25,52,25
1,18,2017,Week 23,2,23
1,18,2017,Week 22,7,22
1,18,2017,Week 21,13,21
1,18,2017,Week 19,17,19
1,18,2017,Week 17,11,17
1,18,2017,Week 15,23,15
1,18,2017,Week 13,11,13
1,18,2017,Week 12,3,12
1,18,2017,Week 11,6,11
1,18,2017,Week 8,6,8
1,18,2017,Week 7,10,7
1,18,2017,Week 6,21,6
1,18,2017,Week 5,27,5
1,18,2017,Week 4,12,4
1,18,2017,Week 3,1,3
1,18,2017,Week 1,19,1
1,18,2018,Week 38,9,38
1,18,2018,Week 37,2,37
1,18,2018,Week 36,10,36
1,18,2018,Week 33,4,33
1,18,2018,Week 32,13,32
1,18,2018,Week 31,13,31
1,18,2018,Week 28,9,28
1,18,2018,Week 26,14,26
1,18,2018,Week 25,20,25
1,18,2018,Week 23,18,23
1,18,2018,Week 22,39,22
1,18,2018,Week 21,14,21
1,18,2018,Week 20,24,20
1,18,2018,Week 19,12,19
1,18,2018,Week 18,8,18
1,18,2018,Week 16,15,16
1,18,2018,Week 15,12,15
1,18,2018,Week 12,13,12
1,18,2018,Week 11,13,11
1,18,2018,Week 10,10,10
1,18,2018,Week 9,13,9
1,18,2018,Week 8,13,8
1,18,2018,Week 6,3,6
1,18,2018,Week 5,23,5
1,18,2018,Week 1,3,1
1,19,2017,Week 52,15,52
1,19,2017,Week 51,9,51
1,19,2017,Week 50,29,50
1,19,2017,Week 49,19,49
1,19,2017,Week 48,27,48
1,19,2018,Week 40,3,40
1,19,2018,Week 39,11,39
1,19,2018,Week 38,5,38
1,19,2018,Week 37,20,37
1,19,2018,Week 36,11,36
1,19,2018,Week 35,27,35
1,19,2018,Week 34,13,34
1,19,2018,Week 33,20,33
1,19,2018,Week 32,10,32
1,19,2018,Week 31,5,31
1,19,2018,Week 30,10,30
1,19,2018,Week 29,8,29
1,19,2018,Week 28,36,28
1,19,2018,Week 27,17,27
1,19,2018,Week 26,20,26
1,19,2018,Week 25,15,25
1,19,2018,Week 24,29,24
1,19,2018,Week 22,18,22
1,19,2018,Week 21,28,21
1,19,2018,Week 20,30,20
1,19,2018,Week 19,20,19
1,19,2018,Week 18,4,18
1,19,2018,Week 17,40,17
1,19,2018,Week 16,2,16
1,19,2018,Week 15,16,15
1,19,2018,Week 14,13,14
1,19,2018,Week 13,17,13
1,19,2018,Week 12,4,12
1,19,2018,Week 11,12,11
1,19,2018,Week 10,25,10
1,19,2018,Week 9,17,9
1,19,2018,Week 8,29,8
1,19,2018,Week 7,41,7
1,19,2018,Week 6,47,6
1,19,2018,Week 5,34,5
1,19,2018,Week 4,7,4
1,19,2018,Week 3,40,3
1,19,2018,Week 1,27,1
1,20,2017,Week 51,9,51
1,20,2017,Week 49,11,49
1,20,2017,Week 36,9,36
1,20,2017,Week 32,10,32
1,20,2017,Week 24,2,24
1,20,2017,Week 23,13,23
1,20,2017,Week 20,11,20
1,20,2018,Week 26,5,26
1,20,2018,Week 1,5,1
1,21,2017,Week 53,5,53
1,21,2017,Week 52,13,52
1,21,2017,Week 50,30,50
1,21,2017,Week 49,6,49
1,21,2017,Week 48,3,48
1,21,2017,Week 47,8,47
1,21,2017,Week 45,16,45
1,21,2017,Week 44,23,44
1,21,2017,Week 42,28,42
1,21,2017,Week 40,11,40
1,21,2017,Week 39,5,39
1,21,2017,Week 38,1,38
1,21,2017,Week 36,8,36
1,21,2017,Week 34,25,34
1,21,2017,Week 33,9,33
1,21,2017,Week 31,16,31
1,21,2017,Week 29,5,29
1,21,2017,Week 26,15,26
1,21,2017,Week 17,7,17
1,21,2017,Week 16,11,16
1,21,2017,Week 15,2,15
1,21,2017,Week 12,7,12
1,21,2017,Week 10,7,10
1,21,2017,Week 9,8,9
1,21,2017,Week 6,14,6
1,21,2017,Week 5,33,5
1,21,2017,Week 3,9,3
1,21,2017,Week 2,23,2
1,21,2017,Week 1,15,1
1,21,2018,Week 39,21,39
1,21,2018,Week 38,13,38
1,21,2018,Week 37,11,37
1,21,2018,Week 36,10,36
1,21,2018,Week 34,8,34
1,21,2018,Week 30,5,30
1,21,2018,Week 29,8,29
1,21,2018,Week 28,21,28
1,21,2018,Week 26,10,26
1,21,2018,Week 25,9,25
1,21,2018,Week 24,1,24
1,21,2018,Week 21,21,21
1,21,2018,Week 19,19,19
1,21,2018,Week 16,6,16
1,21,2018,Week 15,2,15
1,21,2018,Week 13,13,13
1,21,2018,Week 10,8,10
1,21,2018,Week 8,10,8
1,21,2018,Week 6,22,6
1,21,2018,Week 3,19,3
1,21,2018,Week 2,37,2
1,21,2018,Week 1,2,1
1,22,2017,Week 51,2,51
1,22,2017,Week 49,5,49
1,22,2017,Week 46,6,46
1,22,2017,Week 31,4,31
1,22,2017,Week 22,1,22
1,22,2017,Week 2,6,2
1,22,2018,Week 39,9,39
1,22,2018,Week 34,18,34
1,22,2018,Week 26,6,26
1,22,2018,Week 17,6,17
1,22,2018,Week 2,24,2
1,23,2017,Week 50,13,50
1,23,2017,Week 49,10,49
1,23,2018,Week 39,16,39
1,23,2018,Week 36,1,36
1,23,2018,Week 35,11,35
1,23,2018,Week 33,8,33
1,23,2018,Week 31,15,31
1,23,2018,Week 29,7,29
1,23,2018,Week 28,15,28
1,23,2018,Week 23,12,23
1,23,2018,Week 22,7,22
1,23,2018,Week 21,28,21
1,23,2018,Week 20,13,20
1,23,2018,Week 18,17,18
1,23,2018,Week 17,9,17
1,23,2018,Week 13,14,13
1,23,2018,Week 12,6,12
1,23,2018,Week 6,13,6
1,23,2018,Week 5,1,5
1,23,2018,Week 1,11,1
1,24,2017,Week 53,14,53
1,24,2017,Week 52,13,52
1,24,2017,Week 51,13,51
1,24,2017,Week 50,1,50
1,24,2017,Week 44,6,44
1,24,2017,Week 43,6,43
1,24,2017,Week 37,11,37
1,24,2017,Week 29,11,29
1,24,2017,Week 27,11,27
1,24,2017,Week 15,3,15
1,24,2017,Week 12,8,12
1,24,2017,Week 11,12,11
1,24,2017,Week 8,11,8
1,24,2017,Week 6,6,6
1,24,2018,Week 40,4,40
1,24,2018,Week 39,32,39
1,24,2018,Week 37,13,37
1,24,2018,Week 36,18,36
1,24,2018,Week 35,16,35
1,24,2018,Week 33,2,33
1,24,2018,Week 32,22,32
1,24,2018,Week 31,7,31
1,24,2018,Week 26,6,26
1,24,2018,Week 20,6,20
1,24,2018,Week 18,9,18
1,24,2018,Week 16,10,16
1,24,2018,Week 15,16,15
1,24,2018,Week 13,27,13
1,24,2018,Week 12,3,12
1,24,2018,Week 11,18,11
1,24,2018,Week 10,21,10
1,24,2018,Week 7,18,7
1,24,2018,Week 6,6,6
1,24,2018,Week 5,16,5
1,24,2018,Week 2,11,2
1,25,2017,Week 52,1,52
1,25,2017,Week 51,16,51
1,25,2017,Week 50,24,50
1,25,2017,Week 49,12,49
1,25,2017,Week 48,17,48
1,25,2017,Week 47,11,47
1,25,2017,Week 44,12,44
1,25,2017,Week 43,36,43
1,25,2017,Week 42,2,42
1,25,2017,Week 41,23,41
1,25,2017,Week 40,4,40
1,25,2017,Week 39,21,39
1,25,2017,Week 37,20,37
1,25,2017,Week 36,5,36
1,25,2017,Week 35,10,35
